电影名字,电影原名,其他名字,详细内容链接,导演,主演,年份,地区,评语
再次出发之纽约遇见你,Begin Again, 再次出发   歌曲改变人生,https://movie.douban.com/subject/6874403/
浪潮,Die Welle, 恶魔教室(台)   白恤暴潮(港),https://movie.douban.com/subject/2297265/
驴得水,驴得水, Mr. Donkey,https://movie.douban.com/subject/25921812/
千钧一发,Gattaca, 变种异煞(港)   自然人,https://movie.douban.com/subject/1300117/
聚焦,Spotlight, 焦点追击(港)   惊爆焦点(台),https://movie.douban.com/subject/25954475/
小萝莉的猴神大叔,Bajrangi Bhaijaan, 娃娃返乡任务(台)   宝莱坞之钢铁奶爸(台),https://movie.douban.com/subject/26393561/
黑客帝国2：重装上阵,The Matrix Reloaded, 22世纪杀人网络2：决战未来(港)   骇客任务：重装上阵(台),https://movie.douban.com/subject/1304141/
追随,Following, 跟踪(台)   致命追踪,https://movie.douban.com/subject/1397546/
我爱你,그대를 사랑합니다, 爱你   爱，是一生相伴(台),https://movie.douban.com/subject/5908478/
黑鹰坠落,Black Hawk Down, 黑鹰15小时(港)   黑鹰计划(台),https://movie.douban.com/subject/1291824/
无间道2,無間道II, 无间道前传   Infernal Affairs II,https://movie.douban.com/subject/1307106/
一次别离,جدایی نادر از سیمین, 伊朗式分居(港)   分居风暴(台),https://movie.douban.com/subject/5964718/
东京教父,東京ゴッドファーザーズ, Tokyo Godfathers,https://movie.douban.com/subject/1310177/
网络谜踪,Searching, 人肉搜寻(港)   人肉搜索(台),https://movie.douban.com/subject/27615441/
